,1,2
38,R11,Has_scope Arg1:T22 Arg2:T25
39,T26,Procedure 441 461	anti-viral treatment
40,T27,Condition 470 481	hepatitis C
41,T28,Condition 470 479;483 484	hepatitis B
42,*,OR T27 T28
43,T29,"Scope 470 484	hepatitis C, B"
44,T30,Temporal 496 508	past 1 month
45,R12,Has_scope Arg1:T26 Arg2:T29
46,R13,Has_temporal Arg1:T26 Arg2:T30
47,T31,Pregnancy_considerations 510 537	Pregnant or lactating women
48,T32,Qualifier 539 546	Chronic
49,T33,Person 547 560	alcohol taker
50,R14,Has_qualifier Arg1:T33 Arg2:T32
51,T34,Pregnancy_considerations 562 640	Woman patients who do not agree to the contraception from baseline to 12 month
52,T35,Non-query-able 642 684	Unsuitable patients judged by investigator
53,T36,Competing_trial 686 749	Patients participating in another clinical trial within 1 month
0,T1,Procedure 6 29	endobronchial treatment
1,T2,Condition 34 43	emphysema
2,T3,Temporal 0 5	Prior
3,R1,causal Arg1:T1 Arg2:T2
4,R2,Has_temporal Arg1:T1 Arg2:T3
5,T4,Condition 45 52;69 76	Pleural disease
6,T5,Condition 56 76	interstitial disease
7,T6,Procedure 92 99	surgery
8,*,OR T4 T5
9,T7,Scope 45 76	Pleural or interstitial disease
10,T8,Negation 82 91	precludes
11,R3,Has_negation Arg1:T6 Arg2:T8
12,T9,Qualifier 82 99	precludes surgery
13,R4,Has_qualifier Arg1:T7 Arg2:T9
14,T10,Procedure 108 123	lung transplant
15,T11,Temporal 102 107	Prior
16,T12,Procedure 125 129	LVRS
17,T13,Procedure 131 148	median sternotomy
18,T14,Procedure 150 160	bullectomy
19,T15,Procedure 164 173	lobectomy
20,*,OR T15 T14 T13 T12 T10
21,T16,"Scope 108 174	lung transplant, LVRS, median sternotomy, bullectomy or lobectomy."
22,R5,Has_temporal Arg1:T16 Arg2:T11
23,T17,Condition 199 213	bronchiectasis
24,T18,Qualifier 176 198	Clinically significant
25,R6,Has_qualifier Arg1:T17 Arg2:T18
26,T19,Procedure 242 249	surgery
27,T20,Condition 215 231	Pulmonary nodule
28,R7,causal Arg1:T19 Arg2:T20
29,T21,Condition 272 294	respiratory infections
30,T22,Multiplier 262 271	recurrent
31,T23,Observation 251 258	History
32,R8,Has_multiplier Arg1:T21 Arg2:T22
33,T24,Multiplier 296 299;316 332	> 3 in the last year
34,T25,Procedure 300 315	hospitalization
35,R9,Has_multiplier Arg1:T25 Arg2:T24
36,R10,Has_temporal Arg1:T21 Arg2:T23
37,T26,Scope 296 332	> 3 hospitalization in the last year
38,R11,Subsumes Arg1:T21 Arg2:T26
39,T27,Qualifier 335 357	Clinically significant
40,T28,Multiplier 359 382	> 4 Tablespoons per day
41,T29,Observation 384 401	sputum production
42,R13,Subsumes Arg1:T27 Arg2:T28
43,R12,Has_qualifier Arg1:T29 Arg2:T27
44,T30,Condition 403 408	Fever
45,T31,Measurement 419 435	white cell count
46,T32,Value 410 418	elevated
47,R14,Has_value Arg1:T31 Arg2:T32
48,T33,Condition 458 474	active infection
49,T34,Mood 446 454	evidence
50,R15,Has_mood Arg1:T33 Arg2:T34
51,*,OR T33 T31 T30
52,T35,Condition 476 487	Dysrhythmia
53,T36,Condition 499 510	pose a risk
54,T37,Temporal 511 526	during exercise
55,T38,Reference_point 518 526	exercise
56,R16,multi Arg1:T37 Arg2:T38
57,T39,Temporal 511 517;530 538	during training
58,T40,Reference_point 530 538	training
59,R17,multi Arg1:T39 Arg2:T40
60,*,OR T39 T37
61,T41,Scope 511 538	during exercise or training
62,R18,Has_scope Arg1:T36 Arg2:T41
63,R19,AND Arg1:T35 Arg2:T36
64,T42,Condition 540 564	Congestive heart failure
65,T43,Temporal 565 576	within 6 mo
66,T44,Measurement 581 585	LVEF
67,T45,Value 586 591	< 45%
68,R20,Has_value Arg1:T44 Arg2:T45
69,R21,Has_temporal Arg1:T42 Arg2:T43
70,T46,Condition 616 629	Cor Pulmonale
71,T47,Mood 593 601	Evidence
72,T48,Observation 605 612	history
73,*,OR T48 T47
74,T49,Scope 593 612	Evidence or history
75,R22,Has_scope Arg1:T46 Arg2:T49
76,T50,Condition 631 650	Resting bradycardia
77,T51,Value 652 666	< 50 beats/min
78,R23,Has_value Arg1:T50 Arg2:T51
79,T52,Condition 678 693	multifocal PVCs
80,T53,Multiplier 669 677	frequent
81,R24,Has_multiplier Arg1:T52 Arg2:T53
82,T54,Condition 695 725	complex ventricular arrhythmia
83,T55,Condition 727 740	sustained SVT
84,*,OR T50 T52 T54 T55
85,T56,Condition 770 777	syncope
86,T57,Qualifier 753 769	exercise-related
87,R25,Has_qualifier Arg1:T56 Arg2:T57
88,T58,Observation 742 749	History
89,R26,Has_temporal Arg1:T56 Arg2:T58
90,T59,Condition 779 781	MI
91,T60,Temporal 782 793	within 6 mo
92,T61,Measurement 798 802	LVEF
93,T62,Value 803 808	< 45%
94,R27,Has_temporal Arg1:T59 Arg2:T60
95,R28,Has_value Arg1:T61 Arg2:T62
96,T67,Condition 1136 1166	Alpha-1-Antitrypsin Deficiency
97,T63,Condition 822 838	systemic disease
98,T68,Condition 842 851	neoplasia
99,*,OR T63 T68
100,T69,Qualifier 852 883	expected to compromise survival
101,T70,Scope 822 851	systemic disease or neoplasia
102,R29,Has_qualifier Arg1:T70 Arg2:T69
103,T71,Temporal 884 902	during 5-yr period
104,R30,Has_temporal Arg1:T69 Arg2:T71
105,T65,Observation 1019 1053	enrolled in another clinical trial
106,T66,Observation 1066 1084	unable to complete
107,T72,Qualifier 1085 1134	3 minutes of unloaded peddling on cycle ergometer
108,R31,Has_qualifier Arg1:T66 Arg2:T72
109,T64,Condition 908 915	disease
110,T73,Condition 919 928	condition
111,*,OR T64 T73
112,T74,Qualifier 934 996	interferes with completion of initial or follow-up assessments
113,T75,Scope 908 928	disease or condition
114,R32,Has_qualifier Arg1:T75 Arg2:T74
115,T76,Temporal 1009 1018	currently
116,R33,Has_temporal Arg1:T65 Arg2:T76
0,T1,Condition 0 37	chronic obstructive pulmonary disease
1,T2,Condition 39 43	COPD
2,T3,Measurement 46 56	GOLD grade
3,T4,Value 57 60	2-3
4,R1,Has_value Arg1:T3 Arg2:T4
5,R2,Subsumes Arg1:T1 Arg2:T2
6,R3,AND Arg1:T1 Arg2:T3
7,T5,Non-query-able 62 96	residents at low altitude (<800 m)
0,T1,Condition 13 32	sickle cell disease
1,T2,Mood 0 9	Diagnosis
2,R1,Has_mood Arg1:T1 Arg2:T2
3,T3,Qualifier 34 56	Clinically significant
4,T4,Condition 34 64	Clinically significant disease
5,R2,multi Arg1:T4 Arg2:T3
6,T5,Multiplier 103 146;76 86	per year averaged over the previous 3 years at least 1
7,T6,Condition 87 102	painful episode
8,T7,Temporal 126 146	the previous 3 years
9,T8,Qualifier 112 146	averaged over the previous 3 years
10,R3,multi Arg1:T8 Arg2:T7
11,R4,multi Arg1:T5 Arg2:T8
12,T9,Observation 152 159	history
13,T10,Condition 163 171	priapism
14,T11,Condition 173 179	stroke
15,T12,Condition 181 201	acute chest syndrome
16,T13,Condition 203 221	avascular necrosis
17,T14,Condition 223 242	multi-organ failure
18,T15,Mood 250 258	need for
19,T16,Multiplier 259 266	chronic
20,T17,Qualifier 259 266	chronic
21,R5,multi Arg1:T17 Arg2:T16
22,T18,Drug 267 287	narcotic medications
23,T19,Condition 292 296	pain
24,T20,Condition 302 321	sickle cell disease
25,R6,causal Arg1:T19 Arg2:T20
26,R7,causal Arg1:T18 Arg2:T19
27,R8,Has_qualifier Arg1:T18 Arg2:T17
28,*,OR T18 T14 T13 T12 T11 T10 T6
29,R9,Has_temporal Arg1:T10 Arg2:T9
30,R10,Has_multiplier Arg1:T6 Arg2:T5
31,T21,"Scope 76 321	at least 1 painful episode per year averaged over the previous 3 years or a history of priapism, stroke, acute chest syndrome, avascular necrosis, multi-organ failure or the need for chronic narcotic medications for pain from sickle cell disease"
32,R11,Subsumes Arg1:T4 Arg2:T21
33,T22,"Non-representable 323 704	Must have failed a previous attempt at treatment with hydroxyurea defined as the inability to achieve a significant absolute increase in % fetal hemoglobin or the inability to tolerate hydroxyurea treatment due to severe side effects such as but not limited to myelosuppression, gastrointestinal symptoms, edema or hepatic enzyme elevations or have contraindications to hydroxyurea"
34,T23,Value 706 714;722 730	18 years or older
35,T24,Person 718 721	age
36,R12,Has_value Arg1:T24 Arg2:T23
37,T25,Non-representable 732 789	Hematologic laboratory values as outlined in the protocol
38,T26,Context_Error 732 789	Hematologic laboratory values as outlined in the protocol
39,T27,Context_Error 791 852	Non-hematologic laboratory values as outlined in the protocol
40,T28,Non-representable 791 852	Non-hematologic laboratory values as outlined in the protocol
41,T29,Procedure 872 884	donate blood
42,T30,Negation 865 868	not
43,T31,Mood 854 864;869 871	Must agree to
44,R13,Has_negation Arg1:T31 Arg2:T30
45,R14,Has_mood Arg1:T29 Arg2:T31
46,T32,Procedure 872 878;894 906	donate bodily fluid
47,R15,Has_mood Arg1:T32 Arg2:T31
48,T33,Temporal 907 934	while taking the study drug
49,T34,Reference_point 913 934	taking the study drug
50,T35,Drug 924 934	study drug
51,R16,multi Arg1:T34 Arg2:T35
52,R17,multi Arg1:T33 Arg2:T34
53,T36,Temporal 939 961	for 28 days thereafter
54,T37,Scope 907 961	while taking the study drug and for 28 days thereafter
55,T38,Scope 872 906	donate blood or other bodily fluid
56,R18,Subsumes Arg1:T38 Arg2:T37
57,T39,Condition 972 995	child-bearing potential
58,T40,Person 963 968	Women
59,T41,Scope 963 995	Women of child-bearing potential
60,T42,Person 997 1001	WCBP
61,R19,Subsumes Arg1:T41 Arg2:T42
62,T43,Measurement 1024 1044	serum pregnancy test
63,T44,Value 1015 1023	negative
64,T45,Temporal 1045 1089	72 hours or less prior to starting treatment
65,T46,Reference_point 1071 1089	starting treatment
66,T47,Procedure 1080 1089	treatment
67,R20,multi Arg1:T46 Arg2:T47
68,R21,multi Arg1:T45 Arg2:T46
69,R22,Has_temporal Arg1:T43 Arg2:T45
70,R23,Has_value Arg1:T43 Arg2:T44
71,T48,Scope 963 1002	Women of child-bearing potential (WCBP)
72,A1,Optional T48
73,R24,AND Arg1:T48 Arg2:T43
74,T49,Pregnancy_considerations 963 1089	Women of child-bearing potential (WCBP) must have a negative serum pregnancy test 72 hours or less prior to starting treatment
75,T50,Condition 1100 1123	child-bearing potential
76,T51,Person 1091 1096	Women
77,T52,Person 1128 1131	men
78,T53,Mood 1132 1145	must agree to
79,T54,Multiplier 1150 1157	2 forms
80,T55,Procedure 1170 1183	contraception
81,T56,Qualifier 1161 1169	adequate
82,R25,Has_qualifier Arg1:T55 Arg2:T56
83,R26,Has_multiplier Arg1:T55 Arg2:T54
84,R27,Has_mood Arg1:T55 Arg2:T53
85,*,OR T51 T52
86,R28,AND Arg1:T51 Arg2:T50
87,T57,Scope 1091 1131	Women of child-bearing potential and men
88,A2,Optional T57
89,R29,AND Arg1:T57 Arg2:T55
90,T58,Temporal 1184 1204	prior to study entry
91,T59,Temporal 1209 1248	for the duration of study participation
92,T60,Reference_point 1229 1248	study participation
93,R30,multi Arg1:T59 Arg2:T60
94,T61,Reference_point 1193 1204	study entry
95,R31,multi Arg1:T58 Arg2:T61
96,R32,Has_temporal Arg1:T55 Arg2:T58
97,R33,Has_temporal Arg1:T55 Arg2:T59
0,T1,Non-query-able 0 2	NA
0,T1,Qualifier 0 8	unstable
1,T2,Condition 9 18	condition
2,T3,Condition 20 37	COPD exacerbation
3,R1,Has_qualifier Arg1:T2 Arg2:T1
4,*,OR T2 T3
5,T4,Condition 68 72	COPD
6,T5,Qualifier 39 43	mild
7,T6,Measurement 45 49	GOLD
8,T7,Value 50 52	1)
9,T8,Measurement 74 78	GOLD
10,T9,Value 79 80	4
11,T10,Qualifier 56 67	very severe
12,T11,Condition 68 72	COPD
13,R2,Has_qualifier Arg1:T11 Arg2:T5
14,R3,Has_value Arg1:T6 Arg2:T7
15,R4,AND Arg1:T11 Arg2:T6
16,R5,Has_qualifier Arg1:T4 Arg2:T10
17,R6,AND Arg1:T4 Arg2:T8
18,R7,Has_value Arg1:T8 Arg2:T9
19,*,OR T11 T4
20,T12,Procedure 99 113	oxygen therapy
21,T13,Condition 141 156	hypoventilation
22,T14,Condition 158 180	pulmonary hypertension
23,T15,Condition 209 231	cardiovascular disease
24,T16,Qualifier 200 208	unstable
25,T17,Qualifier 182 196	more than mild
26,T18,Scope 182 208	more than mild or unstable
27,*,OR T17 T16
28,R8,Has_scope Arg1:T15 Arg2:T18
29,T19,Non-query-able 233 282	use of drugs that affect respiratory center drive
30,T20,Condition 308 327	psychiatric disease
31,T21,Condition 294 304;320 327	neurologic disease
32,T22,Condition 284 292;320 327	internal disease
33,*,OR T20 T22 T21
34,T23,Observation 392 399	smoking
35,T24,Qualifier 386 391	heavy
36,R9,Has_qualifier Arg1:T23 Arg2:T24
37,T25,Multiplier 401 423	>20 cigarettes per day
38,R10,Has_multiplier Arg1:T23 Arg2:T25
39,T26,Negation 426 435	inability
40,T27,Procedure 447 462	6 min walk test
41,R11,Has_negation Arg1:T27 Arg2:T26
42,T28,Condition 474 485	intolerance
43,T29,Observation 498 506	altitude
44,T30,Qualifier 489 497	moderate
45,T31,Value 508 514	<2600m
46,R12,Has_qualifier Arg1:T29 Arg2:T30
47,R13,Has_value Arg1:T29 Arg2:T31
48,R14,Has_context Arg1:T28 Arg2:T29
49,T32,Non-query-able 518 600	exposure to altitudes >1500m for >2 days within the last 4 weeks before the study.
50,T33,Pregnancy_considerations 602 630	pregnant or nursing patients
0,T1,Procedure 21 34	HRCT Core Lab
1,T2,Condition 49 83	heterogeneous disease distribution
2,T3,Multiplier 88 100	at least one
3,T4,Condition 101 125	complete oblique fissure
4,R1,Has_multiplier Arg1:T4 Arg2:T3
5,T5,Person 128 131	Age
6,T6,Value 132 151	from 40 to 75 years
7,R2,Has_value Arg1:T5 Arg2:T6
8,T7,Measurement 153 156	BMI
9,T8,Value 157 167	< 32 kg/m2
10,R3,Has_value Arg1:T7 Arg2:T8
11,T9,Measurement 169 173	FEV1
12,T10,Value 174 198	< 40% of predicted value
13,T11,Measurement 200 208	FEV1/FVC
14,T12,Value 209 214	< 70%
15,R4,Has_value Arg1:T9 Arg2:T10
16,R5,Has_value Arg1:T11 Arg2:T12
17,T13,Measurement 216 219	TLC
18,T14,Value 220 236	> 120% predicted
19,T15,Measurement 238 240	RV
20,T16,Value 241 257	> 150% predicted
21,R6,Has_value Arg1:T15 Arg2:T16
22,R7,Has_value Arg1:T13 Arg2:T14
23,T17,Multiplier 272 279;307 309	< 20 mg qd
24,T18,Drug 280 290	prednisone
25,R8,Has_multiplier Arg1:T18 Arg2:T17
26,T19,Measurement 311 316	PaCO2
27,T20,Value 317 326	< 50mm Hg
28,R9,Has_value Arg1:T19 Arg2:T20
29,T21,Measurement 328 332	PaO2
30,T22,Value 333 343	> 45 mm Hg
31,T23,Qualifier 344 355	on room air
32,R10,Has_qualifier Arg1:T22 Arg2:T23
33,R11,Has_value Arg1:T21 Arg2:T22
34,T24,Measurement 357 367	6-min walk
35,T25,Value 371 376	> 50m
36,T26,Value 405 411	> 100m
37,T27,Negation 378 385	without
38,T28,Qualifier 386 400	rehabilitation
39,T29,Qualifier 418 432	rehabilitation
40,R12,Has_qualifier Arg1:T26 Arg2:T29
41,R13,Has_negation Arg1:T28 Arg2:T27
42,R14,Has_qualifier Arg1:T25 Arg2:T28
43,T30,Scope 371 433	> 50m (without rehabilitation) or > 100m (with rehabilitation)
44,*,OR T26 T25
45,R15,Has_scope Arg1:T24 Arg2:T30
46,T31,Condition 435 445	Nonsmoking
47,T32,Temporal 446 485	for 4 months prior to initial interview
48,T33,Reference_point 468 485	initial interview
49,T34,Temporal 490 510	throughout screening
50,T35,Reference_point 501 510	screening
51,R16,Has_index Arg1:T34 Arg2:T35
52,R17,Has_temporal Arg1:T31 Arg2:T32
53,R18,Has_temporal Arg1:T31 Arg2:T34
54,T37,Condition 597 620	child bearing potential
55,T38,Negation 594 596	no
56,T39,Observation 637 674	willing and able to complete protocol
57,R19,Has_negation Arg1:T37 Arg2:T38
58,T36,Observation 524 575	agrees to all protocol required follow-up intervals
59,T40,Visit 556 575	follow-up intervals
60,R20,multi Arg1:T36 Arg2:T40
61,T41,Procedure 684 704	baseline assessments
62,T42,Procedure 684 692;709 719	baseline procedures
63,T43,Scope 684 719	baseline assessments and procedures
64,R21,Has_scope Arg1:T39 Arg2:T43
65,T44,Condition 260 266	Stable
66,R22,AND Arg1:T1 Arg2:T2
67,R23,AND Arg1:T1 Arg2:T4
0,T1,Condition 14 27	hemoglobin SC
1,T2,Condition 31 46	SB+ thalassemia
2,*,OR T1 T2
3,T3,Procedure 68 87	transfusion program
4,T4,Qualifier 60 67	chronic
5,T5,Multiplier 60 67	chronic
6,R1,Has_qualifier Arg1:T3 Arg2:T4
7,R2,multi Arg1:T4 Arg2:T5
8,T6,Procedure 116 132	RBC transfusions
9,T7,Negation 133 144	cannot have
10,T8,Value 145 166	>15% adult hemoglobin
11,R3,Has_value Arg1:T6 Arg2:T8
12,R4,Has_negation Arg1:T6 Arg2:T7
13,T9,Condition 194 197	HIV
14,T10,Condition 206 217	hepatitis B
15,T11,Condition 221 232	hepatitis C
16,T12,Temporal 199 205	active
17,R5,Has_temporal Arg1:T10 Arg2:T12
18,R6,Has_temporal Arg1:T11 Arg2:T12
19,*,OR T9 T10 T11
20,T13,Condition 234 242	Pregnant
21,T14,Observation 246 260	breast feeding
22,T15,Person 261 266	women
23,*,OR T14 T13
24,T16,Condition 298 308	malignancy
25,T17,Observation 287 294	history
26,R7,Has_temporal Arg1:T16 Arg2:T17
27,T18,Condition 436 448	disease-free
28,T19,Temporal 449 469	for at least 5 years
29,T20,Mood 514 522	low risk
30,T21,Condition 527 556	recurrence of that malignancy
31,T22,Condition 541 556	that malignancy
32,R8,multi Arg1:T21 Arg2:T22
33,R9,Has_mood Arg1:T21 Arg2:T20
34,T23,Subjective_judgement 478 504	deemed by the investigator
35,T24,Condition 682 703	breast cancer in situ
36,T25,Condition 670 678;689 703	cervical cancer in situ
37,T26,Temporal 645 668	within the past 5 years
38,T27,Condition 723 758	squamous cell carcinoma of the skin
39,T28,Condition 709 719;737 758	basal cell carcinoma of the skin
40,*,OR T28 T27 T25 T24
41,T29,Grammar_Error 596 608	are eligible
42,T30,Negation 596 608	are eligible
43,T31,Mood 612 621	diagnosed
44,T32,Mood 626 644	adequately treated
45,T33,Procedure 637 644	treated
46,T34,Qualifier 626 636	adequately
47,R10,Has_qualifier Arg1:T33 Arg2:T34
48,R11,Has_temporal Arg1:T33 Arg2:T26
49,T35,Condition 787 797	thrombosis
50,T36,Condition 826 845	sickle cell disease
51,T37,Condition 860 875	thrombotic risk
52,T38,Mood 851 859;871 875	enhanced risk
53,R12,Has_mood Arg1:T37 Arg2:T38
54,T39,Observation 776 783	history
55,R13,Has_temporal Arg1:T35 Arg2:T39
56,T40,Negation 815 825	other than
57,R14,Has_negation Arg1:T36 Arg2:T40
58,*,OR T35 T37
59,T41,Condition 860 870	thrombotic
60,R15,multi Arg1:T37 Arg2:T41
61,R16,AND Arg1:T35 Arg2:T36
62,T42,Condition 902 912	infections
63,T43,Qualifier 891 901	unresolved
64,R17,Has_qualifier Arg1:T42 Arg2:T43
65,T44,Condition 937 955	medical conditions
66,T45,Qualifier 967 997	compromise study participation
67,T46,Post-eligibility 914 997	Severe or uncontrolled medical conditions that could compromise study participation
68,T47,Drug 1011 1043	fetal hemoglobin inducing agents
69,T48,Qualifier 1011 1016	fetal
70,R18,multi Arg1:T47 Arg2:T48
71,T49,Post-eligibility 1045 1200	Subjects on any other experimental treatment within 90 days of the first dose of study drug or who have not recovered from the side effects of such therapy
72,T50,Context_Error 1045 1200	Subjects on any other experimental treatment within 90 days of the first dose of study drug or who have not recovered from the side effects of such therapy
73,T51,Condition 1208 1225	allergic reaction
74,T52,Drug 1231 1260	histone deacetylase inhibitor
75,R19,causal Arg1:T51 Arg2:T52
76,T53,Drug 1289 1302	valproic acid
77,T54,Procedure 1307 1316	treatment
78,T55,Condition 1320 1328	epilepsy
79,R20,causal Arg1:T54 Arg2:T55
80,T56,Temporal 1329 1357	within 30 days of enrollment
81,T57,Reference_point 1347 1357	enrollment
82,R21,Has_index Arg1:T56 Arg2:T57
83,R22,Has_temporal Arg1:T55 Arg2:T56
84,R23,causal Arg1:T53 Arg2:T55
85,T58,Drug 1390 1405	HDAC inhibitors
86,T59,Negation 1406 1416	other than
87,T60,Drug 1417 1430	valproic acid
88,R24,Has_negation Arg1:T60 Arg2:T59
89,R25,AND Arg1:T58 Arg2:T60
0,T1,Procedure 14 31	SOF/VEL treatment
1,T2,Qualifier 53 60	chronic
2,T3,Measurement 61 73	HCV genotype
3,T4,Value 74 85	1 through 6
4,R1,Has_value Arg1:T3 Arg2:T4
5,R2,Has_qualifier Arg1:T3 Arg2:T2
6,R3,AND Arg1:T1 Arg2:T3
7,T5,Temporal 99 134	at least 18 at the day of screening
8,T6,Reference_point 125 134	screening
9,R4,Has_index Arg1:T5 Arg2:T6
10,T7,Post-eligibility 137 198	Patient is able and willing to sign the Informed Consent Form
11,T8,Post-eligibility 201 260	Patient is able and willing to follow protocol requirements
0,T1,Procedure 8 15	surgery
1,T2,Procedure 22 41	regional anesthesia
2,R1,AND Arg1:T1 Arg2:T2
3,T3,Mood 0 7	Planned
4,R2,Has_mood Arg1:T1 Arg2:T3
5,T4,Condition 43 59	contraindication
6,T5,Drug 67 77	study drug
7,R3,AND Arg1:T4 Arg2:T5
8,T6,Condition 79 95	contraindication
9,T7,Procedure 103 118	lumbar puncture
